t,ppo_mean,ppo_std,ppo_ci_lo,ppo_ci_hi,caetc_mean,da_ref_mean,planner_first-best_mean
149,2421.13305,54.30528538697278,2382.285389067721,2459.9807109322787,1513.4521,3476.4883,3529.0645
150,2439.76945,54.5201226215759,2400.768103768288,2478.7707962317118,1513.4521,3499.8206,3552.7495
151,2458.1750700000002,54.78484148661414,2418.984355300043,2497.3657846999577,1537.8624,3523.1526,3576.434
152,2476.87712,54.95746272658522,2437.562919503912,2516.1913204960883,1537.8624,3546.4849,3600.1194
153,2495.2226899999996,55.165081891183746,2455.7599677007042,2534.685412299295,1562.2728,3569.8171,3623.8042
154,2513.11895,55.364171094997154,2473.5138078638524,2552.7240921361476,1562.2728,3593.149,3647.489
155,2531.77841,55.56074326223606,2492.0326486064964,2571.5241713935034,1586.6836,3616.481,3671.1746
156,2550.16965,55.651614887146046,2510.35888296206,2589.98041703794,1586.6836,3639.814,3694.86
157,2568.4428,55.86988528214466,2528.475891727629,2608.4097082723706,1611.094,3663.1455,3718.5447
158,2586.36568,56.057439611265366,2546.2646034430477,2626.466756556952,1611.094,3686.477,3742.2288
159,2605.01689,56.354786292903135,2564.7031044408704,2645.3306755591293,1635.5046,3709.81,3765.9146
160,2623.53657,56.47905131887489,2583.1338905963717,2663.9392494036288,1635.5046,3733.1418,3789.5994
161,2642.04911,56.68174696844067,2601.501430863644,2682.5967891363557,1659.9153,3756.4739,3813.2844
162,2660.45349,56.765310388895735,2619.846033193735,2701.060946806265,1659.9153,3779.8064,3836.9695
163,2679.1510599999997,56.802082199847455,2638.5172982248255,2719.784821775174,1684.3257,3803.1392,3860.6543
164,2697.66988,56.88674421825254,2656.9755546652864,2738.3642053347135,1684.3257,3826.4712,3884.3394
165,2716.46597,56.988185971013145,2675.6990776068956,2757.232862393105,1708.7361,3849.8022,3908.0247
166,2735.1814700000004,57.17765365165836,2694.2790405930878,2776.083899406913,1708.7361,3873.135,3931.7092
167,2753.49246,57.493183195637215,2712.3643143547642,2794.6206056452356,1733.1466,3896.4668,3955.394
168,2772.2822300000003,57.82947032493317,2730.9135190344336,2813.650940965567,1733.1466,3919.7996,3979.0793
169,2790.8971699999997,57.95858879577641,2749.436093244627,2832.3582467553724,1757.5573,3943.1313,4002.7644
170,2809.3928100000003,58.12247139838901,2767.81449869308,2850.9711213069204,1757.5573,3966.4634,4026.4487
171,2828.02814,58.28051896619774,2786.336768273976,2869.719511726024,1781.9678,3989.7957,4050.1343
172,2847.00268,58.485289042702355,2805.1648245856127,2888.8405354143874,1781.9678,4013.1282,4073.8196
173,2865.36942,58.719316898895244,2823.3641511424953,2907.3746888575047,1806.3783,4036.4597,4097.5044
174,2884.1230100000002,59.10360138616201,2841.8428405806717,2926.403179419329,1806.3783,4059.7915,4121.189
175,2902.77865,59.37077317835867,2860.3073573940433,2945.249942605957,1830.7888,4083.1238,4144.874
176,2921.11944,59.768331039647414,2878.3637516324475,2963.8751283675524,1830.7888,4106.456,4168.559
177,2939.39895,59.99338909784143,2896.4822647962737,2982.315635203726,1855.1993,4129.7886,4192.244
178,2957.61684,60.307768861348016,2914.4752610613523,3000.758418938648,1855.1993,4153.1206,4215.929
179,2976.0709199999997,60.67120397850846,2932.6693552404186,3019.4724847595808,1879.6099,4176.453,4239.6143
180,2994.96942,60.89634496260015,2951.406799082632,3038.532040917368,1879.6099,4199.785,4263.2993
181,3013.4536200000007,61.13373217781205,2969.7211824988417,3057.1860575011597,1904.0204,4223.1167,4286.9844
182,3032.08731,61.41123108935281,2988.156361736071,3076.0182582639286,1904.0204,4246.4497,4310.67
183,3050.36746,61.61021710633176,3006.2941657146334,3094.4407542853664,1928.4308,4269.7812,4334.354
184,3068.3565399999998,61.90956360594242,3024.069106128859,3112.6439738711406,1928.4308,4293.1143,4358.0396
185,3086.91773,62.02991660164299,3042.5442007822303,3131.29125921777,1952.8412,4316.446,4381.7246
186,3105.6281700000004,62.15850165549091,3061.162656575956,3150.0936834240447,1952.8412,4339.7773,4405.4087
187,3123.9219700000003,62.31810586308234,3079.3422826038336,3168.501657396167,1977.2518,4363.11,4429.094
188,3142.35908,62.44200587074197,3097.6907598777043,3187.027400122296,1977.2518,4386.4424,4452.7793
189,3160.4971899999996,62.588021019724266,3115.7244169325027,3205.2699630674965,2001.6625,4409.774,4476.4644
190,3178.3542800000005,62.730310249207086,3133.479719349548,3223.228840650453,2001.6625,4433.1055,4500.149
191,3196.76667,62.93939451400049,3151.7425394767974,3241.7908005232025,2026.0728,4456.439,4523.834
192,3215.14952,63.079325426390284,3170.0252889322605,3260.2737510677393,2026.0728,4479.77,4547.519
193,3233.7777,63.32271821364309,3188.479356221036,3279.076043778964,2050.4836,4503.103,4571.2046
194,3252.18904,63.53380728375513,3206.7396921969566,3297.6383878030438,2050.4836,4526.434,4594.8887
195,3270.8159699999997,63.78686096631239,3225.1855984975573,3316.446341502442,2074.8938,4549.768,4618.5747
196,3289.1145500000007,64.09656522416864,3243.2626294178926,3334.9664705821087,2074.8938,4573.099,4642.259
197,3307.4474299999993,64.32533642380471,3261.431856360344,3353.4630036396543,2099.3044,4596.4316,4665.9443
198,3326.1391299999996,64.59996536688178,3279.9270986493348,3372.3511613506644,2099.3044,4619.7637,4689.6294
199,3343.9644200000002,65.0025561925204,3297.4643925219348,3390.4644474780657,2123.715,4643.0957,4713.314
200,3362.6857299999997,65.23333663091539,3316.0206121415654,3409.350847858434,2123.715,4666.428,4736.9995
